carat,cut,color,clarity,depth,table,price,x,y,z,price_per_carat,high_price,price_per_carat_with taxes
0.55,Ideal,F,VS1,62.3,53.0,1754,5.28,5.31,3.3,3189.09,0,4145.817
0.52,Good,G,VVS1,58.3,59.0,1754,5.26,5.3,3.08,3373.08,0,4385.004
0.55,Very Good,D,VS2,60.4,59.0,1755,5.29,5.34,3.21,3190.91,0,4148.183
0.56,Very Good,E,VS2,61.7,56.0,1755,5.25,5.31,3.26,3133.93,0,4074.109
0.56,Very Good,E,VS2,61.0,58.0,1755,5.29,5.34,3.24,3133.93,0,4074.109
0.5,Very Good,E,VS1,61.4,55.0,1755,5.09,5.14,3.14,3510.0,1,4563.0
0.5,Very Good,E,VS1,62.6,57.0,1755,5.02,5.08,3.16,3510.0,1,4563.0
0.55,Premium,F,VS1,61.0,59.0,1755,5.26,5.29,3.22,3190.91,0,4148.183
0.56,Premium,E,SI1,61.5,60.0,1755,5.27,5.3,3.25,3133.93,0,4074.109
0.59,Ideal,E,VS2,61.4,56.0,1755,5.33,5.42,3.3,2974.58,0,3866.954
0.55,Ideal,D,VS2,62.7,57.0,1755,5.2,5.23,3.27,3190.91,0,4148.183
0.5,Ideal,E,VS1,62.0,58.0,1755,5.09,5.14,3.17,3510.0,1,4563.0
0.56,Ideal,G,SI1,61.6,59.0,1755,5.27,5.32,3.26,3133.93,0,4074.109
0.71,Good,J,SI1,61.5,62.0,1755,5.61,5.66,3.47,2471.83,0,3213.379
0.3,Premium,H,VS1,61.3,58.0,526,4.29,4.32,2.64,1753.33,0,2279.329
0.3,Good,G,VS2,63.5,54.0,526,4.25,4.28,2.71,1753.33,0,2279.329
0.3,Very Good,G,VS2,61.4,54.0,526,4.31,4.36,2.66,1753.33,0,2279.329
0.3,Ideal,E,SI1,61.9,57.0,526,4.29,4.33,2.67,1753.33,0,2279.329
0.3,Good,E,VS2,63.3,55.0,526,4.26,4.3,2.71,1753.33,0,2279.329
0.3,Very Good,E,SI1,61.7,56.0,526,4.27,4.29,2.64,1753.33,0,2279.329
0.3,Premium,I,VVS2,61.0,60.0,526,4.3,4.36,2.64,1753.33,0,2279.329
0.3,Good,H,VS1,63.1,57.0,526,4.24,4.26,2.68,1753.33,0,2279.329
0.3,Very Good,E,SI1,62.9,57.0,526,4.27,4.32,2.7,1753.33,0,2279.329
0.3,Very Good,G,VS2,63.0,56.0,526,4.27,4.3,2.7,1753.33,0,2279.329
0.3,Ideal,H,VS1,61.3,56.0,526,4.31,4.33,2.65,1753.33,0,2279.329
0.3,Very Good,G,VS2,60.6,61.0,526,4.29,4.32,2.61,1753.33,0,2279.329
0.3,Good,G,VS2,63.1,56.0,526,4.25,4.28,2.69,1753.33,0,2279.329
0.3,Very Good,H,VS1,63.0,59.0,526,4.21,4.27,2.67,1753.33,0,2279.329
0.3,Ideal,G,VS2,61.7,56.0,526,4.31,4.35,2.67,1753.33,0,2279.329
0.3,Good,E,SI1,63.6,57.0,526,4.22,4.24,2.69,1753.33,0,2279.329
0.3,Premium,E,SI1,62.5,59.0,526,4.28,4.3,2.68,1753.33,0,2279.329
0.3,Very Good,H,VS1,62.9,57.0,526,4.26,4.29,2.69,1753.33,0,2279.329
0.3,Ideal,G,VS2,62.2,57.0,526,4.26,4.32,2.67,1753.33,0,2279.329
0.3,Premium,E,SI1,59.8,60.0,526,4.31,4.35,2.59,1753.33,0,2279.329
0.3,Very Good,G,VS2,63.0,55.0,526,4.29,4.31,2.71,1753.33,0,2279.329
0.3,Premium,I,VVS2,61.8,58.0,526,4.28,4.33,2.66,1753.33,0,2279.329
0.3,Ideal,H,VS1,62.3,55.0,526,4.29,4.34,2.69,1753.33,0,2279.329
0.3,Ideal,G,VS2,62.3,56.0,526,4.27,4.3,2.67,1753.33,0,2279.329
0.3,Good,H,VS1,63.9,55.0,526,4.26,4.28,2.73,1753.33,0,2279.329
0.3,Very Good,H,VS1,60.4,61.0,526,4.3,4.34,2.61,1753.33,0,2279.329
0.3,Good,E,SI1,63.1,53.0,526,4.27,4.32,2.71,1753.33,0,2279.329
0.3,Good,G,VS2,63.9,55.0,526,4.27,4.28,2.73,1753.33,0,2279.329
0.3,Very Good,E,SI1,61.8,60.0,526,4.23,4.28,2.63,1753.33,0,2279.329
0.3,Ideal,H,VS1,61.4,54.0,526,4.33,4.37,2.67,1753.33,0,2279.329
0.58,Ideal,H,VS2,61.2,56.0,1755,5.41,5.39,3.3,3025.86,0,3933.6180000000004
0.51,Very Good,D,VS1,61.0,57.0,1756,5.15,5.18,3.15,3443.14,0,4476.082
0.59,Very Good,H,VS1,62.1,55.0,1757,5.37,5.41,3.35,2977.97,0,3871.361
0.69,Very Good,H,SI1,62.5,57.6,1757,5.66,5.72,3.55,2546.38,0,3310.2940000000003
0.51,Ideal,G,VS1,61.8,60.0,1757,5.08,5.12,3.15,3445.1,0,4478.63
0.6,Good,G,VS1,60.1,61.0,1757,5.44,5.5,3.29,2928.33,0,3806.829
0.51,Ideal,E,VS1,62.7,56.0,1758,5.14,5.1,3.21,3447.06,0,4481.178
0.5,Very Good,D,VS2,60.8,56.0,1758,5.14,5.16,3.13,3516.0,1,4570.8
0.51,Ideal,E,VS1,61.5,56.0,1758,5.11,5.16,3.16,3447.06,0,4481.178
0.58,Good,E,VS2,63.1,56.0,1758,5.26,5.33,3.34,3031.03,0,3940.3390000000004
0.51,Premium,E,VS1,61.8,58.0,1758,5.13,5.09,3.16,3447.06,0,4481.178
0.52,Ideal,G,VS1,62.4,55.1,1758,5.11,5.15,3.2,3380.77,0,4395.001
0.56,Good,F,VS1,63.0,59.0,1758,5.24,5.27,3.31,3139.29,0,4081.077
0.5,Premium,D,VS2,62.8,58.0,1758,5.03,5.0,3.15,3516.0,1,4570.8
0.58,Premium,I,VVS1,62.6,59.0,1758,5.31,5.27,3.31,3031.03,0,3940.3390000000004
0.58,Ideal,I,VVS1,63.0,57.0,1758,5.34,5.29,3.35,3031.03,0,3940.3390000000004
0.58,Ideal,G,VS2,61.9,56.0,1758,5.38,5.34,3.32,3031.03,0,3940.3390000000004
0.58,Ideal,E,SI1,61.6,55.0,1758,5.38,5.33,3.3,3031.03,0,3940.3390000000004
0.58,Ideal,E,SI1,61.5,55.0,1758,5.39,5.34,3.3,3031.03,0,3940.3390000000004
0.51,Premium,E,VS1,62.0,61.0,1758,5.14,5.11,3.18,3447.06,0,4481.178
0.5,Good,D,VS2,63.7,56.0,1758,5.09,5.05,3.23,3516.0,1,4570.8
0.5,Very Good,D,VS2,63.4,56.0,1758,5.1,5.05,3.22,3516.0,1,4570.8
0.5,Very Good,D,VS2,63.3,54.0,1758,5.07,5.04,3.2,3516.0,1,4570.8
0.5,Very Good,D,VS2,63.4,57.0,1758,5.09,5.04,3.21,3516.0,1,4570.8
0.7,Ideal,E,SI1,62.3,56.0,1758,5.68,5.62,3.52,2511.43,0,3264.859
0.7,Good,E,SI2,56.9,63.0,1758,5.78,5.71,3.27,2511.43,0,3264.859
0.71,Very Good,D,SI2,59.6,63.0,1758,5.8,5.71,3.44,2476.06,0,3218.878
0.9,Fair,H,I1,66.9,63.0,1758,6.04,5.91,4.0,1953.33,0,2539.329
0.57,Ideal,H,VS2,61.5,57.0,1759,5.35,5.38,3.3,3085.96,0,4011.748
0.58,Ideal,H,VS1,61.1,57.0,1759,5.38,5.42,3.3,3032.76,0,3942.588
0.5,Ideal,E,VS1,61.9,54.1,1759,5.09,5.15,3.17,3518.0,1,4573.400000000001
0.51,Ideal,E,VS1,60.9,56.0,1759,5.16,5.22,3.16,3449.02,0,4483.726000000001
0.57,Ideal,F,SI1,61.9,56.0,1759,5.33,5.37,3.31,3085.96,0,4011.748
0.61,Good,D,SI1,59.0,57.0,1759,5.54,5.57,3.28,2883.61,0,3748.693
0.5,Ideal,G,VVS2,62.2,56.0,1760,5.02,5.11,3.15,3520.0,1,4576.0
0.71,Very Good,J,SI1,61.0,61.0,1760,5.66,5.71,3.47,2478.87,0,3222.531
0.57,Premium,F,VS2,59.8,59.0,1760,5.4,5.37,3.22,3087.72,0,4014.036
0.58,Ideal,G,VS2,61.2,56.0,1760,5.37,5.41,3.3,3034.48,0,3944.824
0.52,Ideal,E,VS2,61.5,56.0,1760,5.16,5.18,3.18,3384.62,0,4400.006
0.51,Good,E,VS1,57.9,63.0,1760,5.24,5.39,3.08,3450.98,0,4486.274
0.63,Fair,H,VS1,57.3,62.5,1760,5.65,5.7,3.25,2793.65,0,3631.7450000000003
0.57,Ideal,F,VS2,62.1,55.0,1760,5.35,5.31,3.31,3087.72,0,4014.036
0.57,Ideal,F,VS2,62.3,55.0,1760,5.36,5.3,3.32,3087.72,0,4014.036
0.57,Premium,F,VS2,62.0,54.0,1760,5.34,5.31,3.3,3087.72,0,4014.036
0.54,Ideal,G,VS1,62.2,56.0,1760,5.23,5.19,3.24,3259.26,0,4237.0380000000005
0.54,Premium,E,VS2,60.7,56.0,1760,5.32,5.29,3.22,3259.26,0,4237.0380000000005
0.54,Very Good,E,VS2,63.1,58.0,1760,5.21,5.13,3.26,3259.26,0,4237.0380000000005
0.54,Premium,G,VS1,61.6,58.0,1760,5.25,5.21,3.22,3259.26,0,4237.0380000000005
0.54,Premium,G,VS1,61.1,60.0,1760,5.28,5.23,3.21,3259.26,0,4237.0380000000005
0.57,Premium,F,VS2,60.4,60.0,1760,5.36,5.31,3.22,3087.72,0,4014.036
0.57,Premium,F,VS2,59.5,60.0,1760,5.44,5.35,3.21,3087.72,0,4014.036
0.71,Ideal,F,I1,60.1,57.0,1761,5.79,5.76,3.47,2480.28,0,3224.3640000000005
0.58,Ideal,G,VS2,61.9,55.0,1761,5.33,5.36,3.31,3036.21,0,3947.0730000000003
0.58,Ideal,G,VS2,60.0,56.0,1761,5.45,5.48,3.28,3036.21,0,3947.0730000000003
0.56,Ideal,F,VS2,62.6,56.0,1761,5.28,5.3,3.31,3144.64,0,4088.032
0.58,Ideal,E,VS2,62.1,55.0,1761,5.35,5.34,3.32,3036.21,0,3947.0730000000003
0.51,Very Good,G,VVS2,62.2,56.0,1762,5.1,5.13,3.18,3454.9,0,4491.37
0.54,Ideal,H,VS1,60.9,55.0,1762,5.28,5.3,3.22,3262.96,0,4241.848
0.72,Fair,J,SI2,66.1,55.0,1762,5.51,5.56,3.66,2447.22,0,3181.386
0.55,Ideal,G,VS1,61.5,57.0,1763,5.23,5.28,3.23,3205.45,0,4167.085
0.7,Good,I,SI1,61.6,63.0,1763,5.59,5.68,3.47,2518.57,0,3274.1410000000005
0.7,Very Good,I,SI1,62.8,59.0,1763,5.63,5.67,3.55,2518.57,0,3274.1410000000005
0.54,Ideal,D,VS2,60.9,56.0,1763,5.3,5.27,3.22,3264.81,0,4244.253
0.54,Ideal,I,IF,62.5,55.0,1763,5.21,5.26,3.27,3264.81,0,4244.253
0.57,Premium,E,VS2,62.0,58.0,1763,5.38,5.33,3.32,3092.98,0,4020.8740000000003
0.59,Very Good,F,VS2,62.0,58.0,1764,5.35,5.42,3.34,2989.83,0,3886.779
0.71,Very Good,J,SI2,61.1,58.0,1764,5.67,5.76,3.49,2484.51,0,3229.8630000000003
0.5,Very Good,G,VVS2,62.8,57.0,1764,5.05,5.07,3.18,3528.0,1,4586.400000000001
0.5,Good,G,VVS2,63.6,57.0,1764,5.04,5.08,3.22,3528.0,1,4586.400000000001
0.55,Ideal,E,VS1,61.5,57.0,1764,5.23,5.27,3.23,3207.27,0,4169.451
0.7,Premium,J,VVS2,60.6,58.0,1764,5.73,5.82,3.5,2520.0,0,3276.0
0.37,Ideal,D,VVS1,61.3,56.0,1764,4.6,4.63,2.83,4767.57,1,6197.840999999999
0.58,Ideal,H,VS1,62.3,57.0,1764,5.33,5.36,3.33,3041.38,0,3953.7940000000003
0.5,Premium,F,VS1,60.6,59.0,1764,5.19,5.14,3.13,3528.0,1,4586.400000000001
0.72,Premium,G,SI2,59.1,61.0,1764,5.89,5.85,3.47,2450.0,0,3185.0
0.72,Premium,G,SI2,62.7,57.0,1764,5.74,5.7,3.59,2450.0,0,3185.0
0.5,Ideal,D,SI1,59.9,60.0,1764,5.15,5.13,3.08,3528.0,1,4586.400000000001
0.54,Ideal,E,VS2,62.4,56.0,1765,5.23,5.19,3.25,3268.52,0,4249.076
0.51,Ideal,F,VS1,60.2,56.0,1765,5.22,5.24,3.15,3460.78,0,4499.014
0.5,Ideal,G,VVS2,62.1,57.0,1766,5.06,5.09,3.15,3532.0,1,4591.6
0.5,Ideal,G,VVS2,61.8,54.0,1766,5.11,5.15,3.17,3532.0,1,4591.6
0.51,Ideal,H,VVS1,62.2,56.0,1766,5.12,5.14,3.19,3462.75,0,4501.575
0.6,Ideal,H,SI1,61.4,55.0,1766,5.46,5.49,3.36,2943.33,0,3826.329
0.62,Premium,F,SI1,59.8,60.0,1766,5.56,5.51,3.31,2848.39,0,3702.907
0.53,Premium,F,VS1,59.4,58.0,1766,5.32,5.28,3.15,3332.08,0,4331.704
0.55,Ideal,E,VS2,59.3,57.0,1767,5.43,5.39,3.21,3212.73,0,4176.549
0.51,Ideal,D,VS2,60.5,56.0,1767,5.21,5.2,3.15,3464.71,0,4504.1230000000005
0.52,Very Good,E,VS1,59.6,58.0,1767,5.21,5.26,3.12,3398.08,0,4417.504
0.52,Ideal,H,VVS1,62.1,53.8,1767,5.17,5.19,3.21,3398.08,0,4417.504
0.52,Ideal,F,VS1,62.1,56.0,1767,5.14,5.2,3.2,3398.08,0,4417.504
0.7,Ideal,J,SI2,61.4,55.0,1767,5.72,5.75,3.52,2524.29,0,3281.577
0.63,Good,H,VS1,62.9,54.0,1767,5.47,5.56,3.47,2804.76,0,3646.1880000000006
0.54,Good,D,SI1,57.9,60.0,1767,5.36,5.39,3.11,3272.22,0,4253.8859999999995
0.52,Ideal,E,VS2,61.0,57.0,1767,5.21,5.19,3.17,3398.08,0,4417.504
0.52,Ideal,E,VS2,61.3,55.0,1767,5.22,5.19,3.19,3398.08,0,4417.504
0.52,Ideal,E,VS2,61.5,56.0,1767,5.17,5.14,3.17,3398.08,0,4417.504
0.55,Ideal,D,VS2,61.0,56.0,1768,5.31,5.28,3.23,3214.55,0,4178.915
0.51,Very Good,G,VVS2,60.9,56.0,1768,5.17,5.21,3.16,3466.67,0,4506.671
0.51,Very Good,G,VVS2,62.6,59.0,1768,5.08,5.11,3.19,3466.67,0,4506.671
0.5,Ideal,E,VS2,60.8,55.0,1768,5.19,5.16,3.15,3536.0,1,4596.8
0.5,Ideal,E,VS2,60.8,57.0,1768,5.16,5.13,3.13,3536.0,1,4596.8
0.66,Very Good,E,SI2,61.3,57.2,1769,5.59,5.66,3.45,2680.3,0,3484.3900000000003
0.53,Ideal,G,VS2,61.6,57.0,1769,5.15,5.2,3.19,3337.74,0,4339.062
0.51,Ideal,D,VS2,60.8,57.0,1769,5.18,5.21,3.16,3468.63,0,4509.219
0.53,Ideal,E,SI1,60.9,57.0,1769,5.21,5.24,3.18,3337.74,0,4339.062
0.53,Good,G,VVS2,64.3,58.0,1769,5.11,5.15,3.3,3337.74,0,4339.062
0.59,Premium,F,VS2,61.5,58.0,1769,5.45,5.41,3.34,2998.31,0,3897.803
0.56,Very Good,E,VS2,61.1,57.0,1770,5.33,5.38,3.27,3160.71,0,4108.923
0.56,Ideal,H,VS1,61.8,55.0,1770,5.29,5.33,3.28,3160.71,0,4108.923
0.54,Premium,D,SI1,58.3,61.0,1770,5.38,5.32,3.12,3277.78,0,4261.1140000000005
0.7,Fair,D,SI2,67.8,58.0,1770,5.51,5.44,3.71,2528.57,0,3287.1410000000005
0.54,Premium,F,VS1,60.0,59.0,1770,5.3,5.23,3.16,3277.78,0,4261.1140000000005
0.62,Premium,G,VS1,62.9,58.0,1770,5.41,5.37,3.39,2854.84,0,3711.2920000000004
0.59,Very Good,H,VVS2,61.1,57.0,1771,5.39,5.48,3.32,3001.69,0,3902.197
0.7,Good,H,SI1,64.2,58.0,1771,5.59,5.62,3.6,2530.0,0,3289.0
0.54,Good,E,VS2,60.2,61.0,1771,5.27,5.32,3.19,3279.63,0,4263.519
0.6,Premium,E,SI1,59.4,60.0,1771,5.57,5.51,3.29,2951.67,0,3837.1710000000003
0.59,Very Good,D,SI1,63.1,61.0,1771,5.35,5.3,3.36,3001.69,0,3902.197
0.58,Ideal,F,VS1,61.9,54.0,1772,5.33,5.37,3.31,3055.17,0,3971.721
0.54,Ideal,F,VS1,60.9,57.0,1772,5.21,5.26,3.19,3281.48,0,4265.924
0.6,Very Good,F,VS2,62.1,57.0,1772,5.37,5.39,3.34,2953.33,0,3839.329
0.53,Ideal,E,VS1,60.4,57.0,1772,5.27,5.26,3.18,3343.4,0,4346.42
0.6,Ideal,H,VS1,62.0,53.0,1772,5.44,5.46,3.38,2953.33,0,3839.329
0.53,Ideal,G,VS1,61.6,55.7,1772,5.21,5.24,3.22,3343.4,0,4346.42
0.6,Very Good,G,VS2,62.9,59.0,1773,5.35,5.39,3.38,2955.0,0,3841.5
0.52,Very Good,E,VS2,63.5,54.0,1773,5.19,5.11,3.27,3409.62,0,4432.506
0.61,Very Good,I,VVS2,62.0,54.4,1773,5.47,5.51,3.4,2906.56,0,3778.5280000000002
0.56,Ideal,E,VS1,61.6,56.0,1773,5.26,5.32,3.26,3166.07,0,4115.8910000000005
0.54,Premium,F,VS1,61.8,59.0,1773,5.23,5.16,3.21,3283.33,0,4268.329
0.96,Fair,H,I1,68.9,59.0,1773,6.09,5.96,4.15,1846.88,0,2400.9440000000004
0.71,Premium,I,SI1,61.7,56.0,1774,5.73,5.71,3.53,2498.59,0,3248.1670000000004
0.51,Very Good,F,VS2,58.6,58.0,1774,5.22,5.29,3.08,3478.43,0,4521.959
0.52,Premium,D,VS2,61.8,58.0,1774,5.15,5.2,3.2,3411.54,0,4435.002
0.52,Ideal,D,VS2,61.0,57.0,1774,5.18,5.21,3.17,3411.54,0,4435.002
0.52,Ideal,D,VS2,62.1,57.0,1774,5.13,5.17,3.2,3411.54,0,4435.002
0.71,Good,J,VS2,63.8,58.0,1774,5.61,5.58,3.57,2498.59,0,3248.1670000000004
0.54,Ideal,H,VVS1,61.9,54.0,1774,5.22,5.25,3.24,3285.19,0,4270.747
0.59,Ideal,G,VS2,62.1,57.0,1774,5.36,5.39,3.34,3006.78,0,3908.8140000000003
0.54,Ideal,E,VS2,61.6,56.0,1774,5.24,5.28,3.24,3285.19,0,4270.747
0.54,Ideal,F,VS1,61.1,57.0,1774,5.28,5.3,3.23,3285.19,0,4270.747
0.6,Ideal,D,SI1,61.1,57.0,1774,5.39,5.51,3.33,2956.67,0,3843.6710000000003
0.71,Good,I,SI1,63.6,63.0,1774,5.64,5.61,3.58,2498.59,0,3248.1670000000004
0.71,Good,I,SI1,60.0,64.0,1774,5.79,5.71,3.45,2498.59,0,3248.1670000000004
0.57,Premium,D,VS2,60.4,57.0,1775,5.38,5.35,3.24,3114.04,0,4048.252
0.5,Premium,E,VS1,62.8,59.0,1775,5.09,5.0,3.17,3550.0,1,4615.0
0.7,Premium,J,VS2,62.0,62.0,1775,5.63,5.59,3.48,2535.71,0,3296.4230000000002
0.53,Ideal,H,VVS1,62.2,56.0,1775,5.16,5.2,3.22,3349.06,0,4353.778
0.53,Good,D,VS1,60.2,56.0,1775,5.22,5.28,3.16,3349.06,0,4353.778
0.63,Premium,E,SI2,58.5,61.0,1775,5.64,5.58,3.28,2817.46,0,3662.6980000000003
0.7,Very Good,I,SI2,63.4,59.0,1775,5.66,5.57,3.56,2535.71,0,3296.4230000000002
0.58,Ideal,F,SI2,60.9,56.0,1776,5.42,5.39,3.29,3062.07,0,3980.6910000000003
0.53,Good,E,VS1,63.2,56.0,1776,5.14,5.18,3.26,3350.94,0,4356.222000000001
0.53,Very Good,E,VS1,63.0,56.0,1776,5.13,5.16,3.24,3350.94,0,4356.222000000001
0.51,Ideal,H,VVS1,61.8,55.0,1776,5.15,5.18,3.19,3482.35,0,4527.055
0.51,Ideal,H,VVS1,61.4,55.0,1776,5.13,5.16,3.16,3482.35,0,4527.055
0.53,Ideal,E,VS2,62.8,57.0,1776,5.19,5.16,3.25,3350.94,0,4356.222000000001
0.29,Fair,F,SI1,55.8,60.0,1776,4.48,4.41,2.48,6124.14,1,7961.3820000000005
0.6,Very Good,D,SI1,62.0,55.0,1777,5.36,5.44,3.35,2961.67,0,3850.1710000000003
0.6,Very Good,D,SI1,60.3,58.0,1777,5.44,5.51,3.3,2961.67,0,3850.1710000000003
0.55,Very Good,F,VS2,61.6,56.1,1777,5.29,5.31,3.27,3230.91,0,4200.183
0.55,Very Good,F,VS2,62.1,55.4,1777,5.25,5.27,3.26,3230.91,0,4200.183
0.54,Ideal,E,SI1,60.3,57.0,1777,5.28,5.3,3.19,3290.74,0,4277.9619999999995
0.58,Good,G,VS1,59.0,62.0,1777,5.44,5.48,3.22,3063.79,0,3982.927
0.56,Very Good,D,SI1,63.1,57.0,1777,5.22,5.19,3.29,3173.21,0,4125.173
0.62,Premium,F,SI1,63.0,59.0,1777,5.43,5.39,3.41,2866.13,0,3725.969
0.9,Premium,G,I1,61.3,59.0,1777,6.2,6.15,3.78,1974.44,0,2566.772
0.62,Premium,D,SI2,62.0,59.0,1777,5.48,5.45,3.39,2866.13,0,3725.969
0.57,Ideal,E,VS2,62.1,55.0,1778,5.37,5.33,3.32,3119.3,0,4055.0900000000006
0.46,Very Good,D,VVS1,62.2,56.0,1778,4.94,4.97,3.08,3865.22,1,5024.786
0.54,Very Good,F,VS1,59.9,57.0,1778,5.35,5.3,3.19,3292.59,0,4280.367
0.51,Very Good,E,VS1,61.6,59.0,1778,5.1,5.12,3.15,3486.27,0,4532.151
0.52,Ideal,F,VS1,61.2,57.0,1778,5.16,5.2,3.17,3419.23,0,4444.999
0.52,Ideal,H,VVS1,60.4,57.0,1778,5.2,5.23,3.15,3419.23,0,4444.999
0.52,Ideal,F,VS1,62.0,57.0,1778,5.13,5.16,3.19,3419.23,0,4444.999
0.52,Ideal,F,VS1,62.3,55.0,1778,5.16,5.21,3.23,3419.23,0,4444.999
0.52,Ideal,F,VS1,62.2,55.0,1778,5.14,5.18,3.21,3419.23,0,4444.999
0.5,Very Good,F,VVS2,60.4,61.0,1778,5.12,5.14,3.1,3556.0,1,4622.8
0.52,Very Good,F,VS1,61.7,56.0,1778,5.14,5.17,3.18,3419.23,0,4444.999
0.4,Ideal,E,VVS1,61.7,55.0,1778,4.74,4.76,2.93,4445.0,1,5778.5
0.4,Ideal,E,VVS1,61.3,56.0,1778,4.75,4.78,2.92,4445.0,1,5778.5
0.54,Ideal,E,SI1,61.5,55.0,1778,5.24,5.26,3.23,3292.59,0,4280.367
0.46,Good,E,VVS2,60.7,62.0,1778,4.97,5.01,3.03,3865.22,1,5024.786
0.57,Premium,E,VS2,63.0,59.0,1778,5.29,5.25,3.32,3119.3,0,4055.0900000000006
0.53,Fair,E,VS1,62.3,67.0,1778,5.22,5.11,3.22,3354.72,0,4361.1359999999995
0.56,Ideal,F,VS2,60.8,56.0,1778,5.33,5.3,3.23,3175.0,0,4127.5
0.56,Premium,F,VS2,59.6,58.0,1778,5.36,5.34,3.19,3175.0,0,4127.5
0.5,Ideal,G,VVS2,61.0,56.0,1779,5.13,5.14,3.13,3558.0,1,4625.400000000001
0.51,Ideal,D,VS1,62.4,57.0,1779,5.09,5.13,3.19,3488.24,0,4534.7119999999995
0.51,Ideal,D,VS1,62.5,57.0,1779,5.08,5.13,3.19,3488.24,0,4534.7119999999995
0.57,Ideal,I,IF,61.0,55.0,1779,5.38,5.41,3.29,3121.05,0,4057.3650000000002
0.47,Ideal,F,VVS1,61.9,55.0,1779,4.98,5.0,3.09,3785.11,1,4920.643
0.62,Ideal,E,SI1,62.4,53.0,1779,5.47,5.5,3.42,2869.35,0,3730.155
0.63,Ideal,D,SI1,61.1,56.0,1779,5.52,5.58,3.39,2823.81,0,3670.953
0.47,Very Good,G,VVS1,60.6,55.0,1780,5.05,5.09,3.07,3787.23,1,4923.399
0.51,Ideal,H,VS1,61.2,55.0,1780,5.17,5.19,3.17,3490.2,0,4537.26
0.66,Ideal,H,SI1,60.9,55.0,1780,5.63,5.7,3.45,2696.97,0,3506.0609999999997
0.53,Ideal,H,VVS1,60.8,56.0,1781,5.24,5.26,3.19,3360.38,0,4368.494000000001
0.53,Ideal,H,VVS1,61.3,56.0,1781,5.21,5.23,3.2,3360.38,0,4368.494000000001
0.53,Ideal,H,VVS1,61.3,56.0,1781,5.22,5.24,3.21,3360.38,0,4368.494000000001
0.51,Ideal,G,VS1,62.7,54.0,1781,5.1,5.08,3.19,3492.16,0,4539.808
0.51,Ideal,G,VS1,59.7,57.0,1781,5.25,5.2,3.12,3492.16,0,4539.808
0.51,Ideal,G,VS1,62.2,55.0,1781,5.14,5.11,3.19,3492.16,0,4539.808
0.51,Ideal,G,VS1,61.0,55.0,1781,5.21,5.11,3.15,3492.16,0,4539.808
0.51,Premium,G,VS1,61.1,58.0,1781,5.19,5.12,3.15,3492.16,0,4539.808
0.51,Ideal,G,VS1,61.7,55.0,1781,5.17,5.14,3.18,3492.16,0,4539.808
0.51,Ideal,G,VS1,62.1,55.0,1781,5.17,5.14,3.2,3492.16,0,4539.808
0.51,Premium,G,VS1,62.3,58.0,1781,5.13,5.08,3.18,3492.16,0,4539.808
0.51,Premium,G,VS1,62.1,60.0,1781,5.11,5.1,3.17,3492.16,0,4539.808
0.51,Ideal,G,VS1,61.9,56.0,1781,5.14,5.1,3.17,3492.16,0,4539.808
0.51,Ideal,G,VS1,62.7,56.0,1781,5.1,5.08,3.19,3492.16,0,4539.808
0.51,Premium,G,VS1,62.9,58.0,1781,5.1,5.05,3.19,3492.16,0,4539.808
0.51,Premium,G,VS1,62.0,52.0,1781,5.37,5.05,3.23,3492.16,0,4539.808
0.51,Ideal,G,VS1,62.0,56.0,1781,5.16,5.06,3.17,3492.16,0,4539.808
0.51,Ideal,G,VS1,62.5,57.0,1781,5.14,5.07,3.19,3492.16,0,4539.808
0.51,Premium,E,VS2,60.5,56.0,1781,5.24,5.18,3.15,3492.16,0,4539.808
0.51,Premium,E,VS2,60.3,59.0,1781,5.22,5.2,3.14,3492.16,0,4539.808
0.51,Ideal,E,VS2,61.9,55.0,1781,5.17,5.13,3.19,3492.16,0,4539.808
0.51,Ideal,E,VS2,61.7,54.0,1781,5.18,5.13,3.18,3492.16,0,4539.808
0.51,Ideal,E,VS2,60.4,57.0,1781,5.18,5.15,3.12,3492.16,0,4539.808
0.51,Ideal,E,VS2,60.9,56.0,1781,5.2,5.15,3.15,3492.16,0,4539.808
0.51,Ideal,E,VS2,61.4,57.0,1781,5.16,5.13,3.16,3492.16,0,4539.808
0.51,Premium,E,VS2,61.3,58.0,1781,5.15,5.13,3.15,3492.16,0,4539.808
0.51,Premium,E,VS2,61.0,60.0,1781,5.17,5.12,3.14,3492.16,0,4539.808
0.51,Premium,E,VS2,61.7,58.0,1781,5.15,5.12,3.17,3492.16,0,4539.808
0.51,Ideal,E,VS2,61.9,56.0,1781,5.16,5.12,3.18,3492.16,0,4539.808
0.51,Ideal,E,VS2,61.8,56.0,1781,5.14,5.12,3.17,3492.16,0,4539.808
0.51,Premium,E,VS2,61.3,60.0,1781,5.16,5.11,3.15,3492.16,0,4539.808
0.51,Ideal,E,VS2,62.0,56.0,1781,5.15,5.11,3.18,3492.16,0,4539.808
0.51,Ideal,E,VS2,62.4,57.0,1781,5.13,5.1,3.19,3492.16,0,4539.808
0.51,Ideal,E,VS2,61.5,57.0,1781,5.12,5.09,3.14,3492.16,0,4539.808
0.51,Ideal,E,VS2,62.5,55.0,1781,5.13,5.08,3.19,3492.16,0,4539.808
0.51,Very Good,E,VS2,63.3,56.0,1781,5.12,5.08,3.23,3492.16,0,4539.808
